NODE	IN_LINK	OUT_LINK	IN_LOW	IN_HIGH	OUT_LOW	OUT_HIGH	TYPE	PENALTY	SPEED	CAPACITY
1	11	1	1	1	1	1	THRU	0	0	0
1	11	1	2	2	2	2	THRU	0	0	0
1	1	11	1	1	1	1	THRU	0	0	0
1	1	11	2	2	2	2	THRU	0	0	0
2	12	2	1	1	1	1	LEFT	0	0	0
2	12	2	2	2	2	2	LEFT	0	0	0
2	12	1	2	2	1	1	RIGHT	0	0	0
2	12	1	2	2	2	2	RIGHT	0	0	0
2	2	1	1	1	1	1	THRU	0	0	0
2	2	1	2	2	2	2	THRU	0	0	0
2	2	12	2	2	1	1	RIGHT	0	0	0
2	2	12	2	2	2	2	RIGHT	0	0	0
2	1	12	1	1	1	1	LEFT	0	0	0
2	1	12	1	1	2	2	LEFT	0	0	0
2	1	2	1	1	1	1	THRU	0	0	0
2	1	2	2	2	2	2	THRU	0	0	0
3	13	3	1	1	1	1	LEFT	0	0	0
3	13	3	2	2	2	2	LEFT	0	0	0
3	13	3	3	3	2	2	LEFT	0	0	0
3	13	2	3	3	1	1	RIGHT	0	0	0
3	13	2	4	4	2	2	RIGHT	0	0	0
3	3	2	1	1	1	1	THRU	0	0	0
3	3	2	2	2	2	2	THRU	0	0	0
3	3	13	2	2	3	3	RIGHT	0	0	0
3	3	13	2	2	4	4	RIGHT	0	0	0
3	2	13	1	1	1	1	LEFT	0	0	0
3	2	13	1	1	2	2	LEFT	0	0	0
3	2	3	1	1	1	1	THRU	0	0	0
3	2	3	2	2	2	2	THRU	0	0	0
4	14	4	1	1	1	1	LEFT	0	0	0
4	14	4	2	2	2	2	LEFT	0	0	0
4	14	3	2	2	1	1	RIGHT	0	0	0
4	14	3	2	2	2	2	RIGHT	0	0	0
4	4	3	1	1	1	1	THRU	0	0	0
4	4	3	2	2	2	2	THRU	0	0	0
4	4	14	2	2	1	1	RIGHT	0	0	0
4	4	14	2	2	2	2	RIGHT	0	0	0
4	3	14	1	1	1	1	LEFT	0	0	0
4	3	14	1	1	2	2	LEFT	0	0	0
4	3	4	1	1	1	1	THRU	0	0	0
4	3	4	2	2	2	2	THRU	0	0	0
5	15	5	1	1	1	1	LEFT	0	0	0
5	15	5	2	2	2	2	LEFT	0	0	0
5	15	4	2	2	1	1	RIGHT	0	0	0
5	15	4	2	2	2	2	RIGHT	0	0	0
5	5	4	1	1	1	1	THRU	0	0	0
5	5	4	2	2	2	2	THRU	0	0	0
5	5	15	2	2	1	1	RIGHT	0	0	0
5	5	15	2	2	2	2	RIGHT	0	0	0
5	4	15	1	1	1	1	LEFT	0	0	0
5	4	15	1	1	2	2	LEFT	0	0	0
5	4	5	1	1	1	1	THRU	0	0	0
5	4	5	2	2	2	2	THRU	0	0	0
6	16	6	1	1	1	1	LEFT	0	0	0
6	16	6	2	2	2	2	LEFT	0	0	0
6	16	6	3	3	2	2	LEFT	0	0	0
6	16	5	3	3	1	1	RIGHT	0	0	0
6	16	5	4	4	2	2	RIGHT	0	0	0
6	6	5	1	1	1	1	THRU	0	0	0
6	6	5	2	2	2	2	THRU	0	0	0
6	6	16	2	2	3	3	RIGHT	0	0	0
6	6	16	2	2	4	4	RIGHT	0	0	0
6	5	16	1	1	1	1	LEFT	0	0	0
6	5	16	1	1	2	2	LEFT	0	0	0
6	5	6	1	1	1	1	THRU	0	0	0
6	5	6	2	2	2	2	THRU	0	0	0
7	17	7	1	1	1	1	LEFT	0	0	0
7	17	7	2	2	2	2	LEFT	0	0	0
7	17	6	2	2	1	1	RIGHT	0	0	0
7	17	6	2	2	2	2	RIGHT	0	0	0
7	7	6	1	1	1	1	THRU	0	0	0
7	7	6	2	2	2	2	THRU	0	0	0
7	7	17	2	2	1	1	RIGHT	0	0	0
7	7	17	2	2	2	2	RIGHT	0	0	0
7	6	17	1	1	1	1	LEFT	0	0	0
7	6	17	1	1	2	2	LEFT	0	0	0
7	6	7	1	1	1	1	THRU	0	0	0
7	6	7	2	2	2	2	THRU	0	0	0
8	18	8	1	1	1	1	LEFT	0	0	0
8	18	8	2	2	2	2	LEFT	0	0	0
8	18	7	2	2	1	1	RIGHT	0	0	0
8	18	7	2	2	2	2	RIGHT	0	0	0
8	8	7	1	1	1	1	THRU	0	0	0
8	8	7	2	2	2	2	THRU	0	0	0
8	8	18	2	2	1	1	RIGHT	0	0	0
8	8	18	2	2	2	2	RIGHT	0	0	0
8	7	18	1	1	1	1	LEFT	0	0	0
8	7	18	1	1	2	2	LEFT	0	0	0
8	7	8	1	1	1	1	THRU	0	0	0
8	7	8	2	2	2	2	THRU	0	0	0
9	19	9	1	1	1	1	LEFT	0	0	0
9	19	9	2	2	2	2	LEFT	0	0	0
9	19	9	3	3	2	2	LEFT	0	0	0
9	19	8	3	3	1	1	RIGHT	0	0	0
9	19	8	4	4	2	2	RIGHT	0	0	0
9	9	8	1	1	1	1	THRU	0	0	0
9	9	8	2	2	2	2	THRU	0	0	0
9	9	19	2	2	3	3	RIGHT	0	0	0
9	9	19	2	2	4	4	RIGHT	0	0	0
9	8	19	1	1	1	1	LEFT	0	0	0
9	8	19	1	1	2	2	LEFT	0	0	0
9	8	9	1	1	1	1	THRU	0	0	0
9	8	9	2	2	2	2	THRU	0	0	0
10	20	10	1	1	1	1	LEFT	0	0	0
10	20	10	2	2	2	2	LEFT	0	0	0
10	20	9	2	2	1	1	RIGHT	0	0	0
10	20	9	2	2	2	2	RIGHT	0	0	0
10	10	9	1	1	1	1	THRU	0	0	0
10	10	9	2	2	2	2	THRU	0	0	0
10	10	20	2	2	1	1	RIGHT	0	0	0
10	10	20	2	2	2	2	RIGHT	0	0	0
10	9	20	1	1	1	1	LEFT	0	0	0
10	9	20	1	1	2	2	LEFT	0	0	0
10	9	10	1	1	1	1	THRU	0	0	0
10	9	10	2	2	2	2	THRU	0	0	0
11	21	10	1	1	1	1	THRU	0	0	0
11	21	10	2	2	2	2	THRU	0	0	0
11	10	21	1	1	1	1	THRU	0	0	0
11	10	21	2	2	2	2	THRU	0	0	0
12	32	22	1	1	1	1	LEFT	0	0	0
12	32	22	1	1	2	2	LEFT	0	0	0
12	32	11	1	1	1	1	THRU	0	0	0
12	32	11	2	2	2	2	THRU	0	0	0
12	22	11	1	1	1	1	LEFT	0	0	0
12	22	11	2	2	2	2	LEFT	0	0	0
12	22	32	2	2	1	1	RIGHT	0	0	0
12	22	32	2	2	2	2	RIGHT	0	0	0
12	11	32	1	1	1	1	THRU	0	0	0
12	11	32	2	2	2	2	THRU	0	0	0
12	11	22	2	2	1	1	RIGHT	0	0	0
12	11	22	2	2	2	2	RIGHT	0	0	0
13	33	23	1	1	1	1	LEFT	0	0	0
13	33	23	1	1	2	2	LEFT	0	0	0
13	33	12	1	1	1	1	THRU	0	0	0
13	33	12	2	2	2	2	THRU	0	0	0
13	33	22	2	2	1	1	RIGHT	0	0	0
13	33	22	2	2	2	2	RIGHT	0	0	0
13	23	12	1	1	1	1	LEFT	0	0	0
13	23	12	1	1	2	2	LEFT	0	0	0
13	23	22	1	1	1	1	THRU	0	0	0
13	23	22	2	2	2	2	THRU	0	0	0
13	23	33	2	2	1	1	RIGHT	0	0	0
13	23	33	2	2	2	2	RIGHT	0	0	0
13	22	33	1	1	1	1	LEFT	0	0	0
13	22	33	1	1	2	2	LEFT	0	0	0
13	22	23	1	1	1	1	THRU	0	0	0
13	22	23	2	2	2	2	THRU	0	0	0
13	22	12	2	2	1	1	RIGHT	0	0	0
13	22	12	2	2	2	2	RIGHT	0	0	0
13	12	22	1	1	1	1	LEFT	0	0	0
13	12	22	1	1	2	2	LEFT	0	0	0
13	12	33	1	1	1	1	THRU	0	0	0
13	12	33	2	2	2	2	THRU	0	0	0
13	12	23	2	2	1	1	RIGHT	0	0	0
13	12	23	2	2	2	2	RIGHT	0	0	0
14	34	24	1	1	1	1	LEFT	0	0	0
14	34	24	1	1	2	2	LEFT	0	0	0
14	34	13	1	1	1	1	THRU	0	0	0
14	34	13	2	2	2	2	THRU	0	0	0
14	34	13	3	3	3	3	THRU	0	0	0
14	34	13	4	4	4	4	THRU	0	0	0
14	34	23	4	4	1	1	RIGHT	0	0	0
14	34	23	4	4	2	2	RIGHT	0	0	0
14	24	13	1	1	1	1	LEFT	0	0	0
14	24	13	1	1	2	2	LEFT	0	0	0
14	24	23	1	1	1	1	THRU	0	0	0
14	24	23	2	2	2	2	THRU	0	0	0
14	24	34	2	2	3	3	RIGHT	0	0	0
14	24	34	2	2	4	4	RIGHT	0	0	0
14	23	34	1	1	1	1	LEFT	0	0	0
14	23	34	1	1	2	2	LEFT	0	0	0
14	23	24	1	1	1	1	THRU	0	0	0
14	23	24	2	2	2	2	THRU	0	0	0
14	23	13	2	2	3	3	RIGHT	0	0	0
14	23	13	2	2	4	4	RIGHT	0	0	0
14	13	23	1	1	1	1	LEFT	0	0	0
14	13	23	1	1	2	2	LEFT	0	0	0
14	13	34	1	1	1	1	THRU	0	0	0
14	13	34	2	2	2	2	THRU	0	0	0
14	13	34	3	3	3	3	THRU	0	0	0
14	13	34	4	4	4	4	THRU	0	0	0
14	13	24	4	4	1	1	RIGHT	0	0	0
14	13	24	4	4	2	2	RIGHT	0	0	0
15	35	25	1	1	1	1	LEFT	0	0	0
15	35	25	1	1	2	2	LEFT	0	0	0
15	35	14	1	1	1	1	THRU	0	0	0
15	35	14	2	2	2	2	THRU	0	0	0
15	35	24	2	2	1	1	RIGHT	0	0	0
15	35	24	2	2	2	2	RIGHT	0	0	0
15	25	14	1	1	1	1	LEFT	0	0	0
15	25	14	1	1	2	2	LEFT	0	0	0
15	25	24	1	1	1	1	THRU	0	0	0
15	25	24	2	2	2	2	THRU	0	0	0
15	25	35	2	2	1	1	RIGHT	0	0	0
15	25	35	2	2	2	2	RIGHT	0	0	0
15	24	35	1	1	1	1	LEFT	0	0	0
15	24	35	1	1	2	2	LEFT	0	0	0
15	24	25	1	1	1	1	THRU	0	0	0
15	24	25	2	2	2	2	THRU	0	0	0
15	24	14	2	2	1	1	RIGHT	0	0	0
15	24	14	2	2	2	2	RIGHT	0	0	0
15	14	24	1	1	1	1	LEFT	0	0	0
15	14	24	1	1	2	2	LEFT	0	0	0
15	14	35	1	1	1	1	THRU	0	0	0
15	14	35	2	2	2	2	THRU	0	0	0
15	14	25	2	2	1	1	RIGHT	0	0	0
15	14	25	2	2	2	2	RIGHT	0	0	0
16	36	26	1	1	1	1	LEFT	0	0	0
16	36	26	1	1	2	2	LEFT	0	0	0
16	36	15	1	1	1	1	THRU	0	0	0
16	36	15	2	2	2	2	THRU	0	0	0
16	36	25	2	2	1	1	RIGHT	0	0	0
16	36	25	2	2	2	2	RIGHT	0	0	0
16	26	15	1	1	1	1	LEFT	0	0	0
16	26	15	1	1	2	2	LEFT	0	0	0
16	26	25	1	1	1	1	THRU	0	0	0
16	26	25	2	2	2	2	THRU	0	0	0
16	26	36	2	2	1	1	RIGHT	0	0	0
16	26	36	2	2	2	2	RIGHT	0	0	0
16	25	36	1	1	1	1	LEFT	0	0	0
16	25	36	1	1	2	2	LEFT	0	0	0
16	25	26	1	1	1	1	THRU	0	0	0
16	25	26	2	2	2	2	THRU	0	0	0
16	25	15	2	2	1	1	RIGHT	0	0	0
16	25	15	2	2	2	2	RIGHT	0	0	0
16	15	25	1	1	1	1	LEFT	0	0	0
16	15	25	1	1	2	2	LEFT	0	0	0
16	15	36	1	1	1	1	THRU	0	0	0
16	15	36	2	2	2	2	THRU	0	0	0
16	15	26	2	2	1	1	RIGHT	0	0	0
16	15	26	2	2	2	2	RIGHT	0	0	0
17	37	27	1	1	1	1	LEFT	0	0	0
17	37	27	1	1	2	2	LEFT	0	0	0
17	37	16	1	1	1	1	THRU	0	0	0
17	37	16	2	2	2	2	THRU	0	0	0
17	37	16	3	3	3	3	THRU	0	0	0
17	37	16	4	4	4	4	THRU	0	0	0
17	37	26	4	4	1	1	RIGHT	0	0	0
17	37	26	4	4	2	2	RIGHT	0	0	0
17	27	16	1	1	1	1	LEFT	0	0	0
17	27	16	1	1	2	2	LEFT	0	0	0
17	27	26	1	1	1	1	THRU	0	0	0
17	27	26	2	2	2	2	THRU	0	0	0
17	27	37	2	2	3	3	RIGHT	0	0	0
17	27	37	2	2	4	4	RIGHT	0	0	0
17	26	37	1	1	1	1	LEFT	0	0	0
17	26	37	1	1	2	2	LEFT	0	0	0
17	26	27	1	1	1	1	THRU	0	0	0
17	26	27	2	2	2	2	THRU	0	0	0
17	26	16	2	2	3	3	RIGHT	0	0	0
17	26	16	2	2	4	4	RIGHT	0	0	0
17	16	26	1	1	1	1	LEFT	0	0	0
17	16	26	1	1	2	2	LEFT	0	0	0
17	16	37	1	1	1	1	THRU	0	0	0
17	16	37	2	2	2	2	THRU	0	0	0
17	16	37	3	3	3	3	THRU	0	0	0
17	16	37	4	4	4	4	THRU	0	0	0
17	16	27	4	4	1	1	RIGHT	0	0	0
17	16	27	4	4	2	2	RIGHT	0	0	0
18	38	28	1	1	1	1	LEFT	0	0	0
18	38	28	1	1	2	2	LEFT	0	0	0
18	38	17	1	1	1	1	THRU	0	0	0
18	38	17	2	2	2	2	THRU	0	0	0
18	38	27	2	2	1	1	RIGHT	0	0	0
18	38	27	2	2	2	2	RIGHT	0	0	0
18	28	17	1	1	1	1	LEFT	0	0	0
18	28	17	1	1	2	2	LEFT	0	0	0
18	28	27	1	1	1	1	THRU	0	0	0
18	28	27	2	2	2	2	THRU	0	0	0
18	28	38	2	2	1	1	RIGHT	0	0	0
18	28	38	2	2	2	2	RIGHT	0	0	0
18	27	38	1	1	1	1	LEFT	0	0	0
18	27	38	1	1	2	2	LEFT	0	0	0
18	27	28	1	1	1	1	THRU	0	0	0
18	27	28	2	2	2	2	THRU	0	0	0
18	27	17	2	2	1	1	RIGHT	0	0	0
18	27	17	2	2	2	2	RIGHT	0	0	0
18	17	27	1	1	1	1	LEFT	0	0	0
18	17	27	1	1	2	2	LEFT	0	0	0
18	17	38	1	1	1	1	THRU	0	0	0
18	17	38	2	2	2	2	THRU	0	0	0
18	17	28	2	2	1	1	RIGHT	0	0	0
18	17	28	2	2	2	2	RIGHT	0	0	0
19	39	29	1	1	1	1	LEFT	0	0	0
19	39	29	1	1	2	2	LEFT	0	0	0
19	39	18	1	1	1	1	THRU	0	0	0
19	39	18	2	2	2	2	THRU	0	0	0
19	39	28	2	2	1	1	RIGHT	0	0	0
19	39	28	2	2	2	2	RIGHT	0	0	0
19	29	18	1	1	1	1	LEFT	0	0	0
19	29	18	1	1	2	2	LEFT	0	0	0
19	29	28	1	1	1	1	THRU	0	0	0
19	29	28	2	2	2	2	THRU	0	0	0
19	29	39	2	2	1	1	RIGHT	0	0	0
19	29	39	2	2	2	2	RIGHT	0	0	0
19	28	39	1	1	1	1	LEFT	0	0	0
19	28	39	1	1	2	2	LEFT	0	0	0
19	28	29	1	1	1	1	THRU	0	0	0
19	28	29	2	2	2	2	THRU	0	0	0
19	28	18	2	2	1	1	RIGHT	0	0	0
19	28	18	2	2	2	2	RIGHT	0	0	0
19	18	28	1	1	1	1	LEFT	0	0	0
19	18	28	1	1	2	2	LEFT	0	0	0
19	18	39	1	1	1	1	THRU	0	0	0
19	18	39	2	2	2	2	THRU	0	0	0
19	18	29	2	2	1	1	RIGHT	0	0	0
19	18	29	2	2	2	2	RIGHT	0	0	0
20	40	30	1	1	1	1	LEFT	0	0	0
20	40	30	1	1	2	2	LEFT	0	0	0
20	40	19	1	1	1	1	THRU	0	0	0
20	40	19	2	2	2	2	THRU	0	0	0
20	40	19	3	3	3	3	THRU	0	0	0
20	40	19	4	4	4	4	THRU	0	0	0
20	40	29	4	4	1	1	RIGHT	0	0	0
20	40	29	4	4	2	2	RIGHT	0	0	0
20	30	19	1	1	1	1	LEFT	0	0	0
20	30	19	1	1	2	2	LEFT	0	0	0
20	30	29	1	1	1	1	THRU	0	0	0
20	30	29	2	2	2	2	THRU	0	0	0
20	30	40	2	2	3	3	RIGHT	0	0	0
20	30	40	2	2	4	4	RIGHT	0	0	0
20	29	40	1	1	1	1	LEFT	0	0	0
20	29	40	1	1	2	2	LEFT	0	0	0
20	29	30	1	1	1	1	THRU	0	0	0
20	29	30	2	2	2	2	THRU	0	0	0
20	29	19	2	2	3	3	RIGHT	0	0	0
20	29	19	2	2	4	4	RIGHT	0	0	0
20	19	29	1	1	1	1	LEFT	0	0	0
20	19	29	1	1	2	2	LEFT	0	0	0
20	19	40	1	1	1	1	THRU	0	0	0
20	19	40	2	2	2	2	THRU	0	0	0
20	19	40	3	3	3	3	THRU	0	0	0
20	19	40	4	4	4	4	THRU	0	0	0
20	19	30	4	4	1	1	RIGHT	0	0	0
20	19	30	4	4	2	2	RIGHT	0	0	0
21	41	31	1	1	1	1	LEFT	0	0	0
21	41	31	1	1	2	2	LEFT	0	0	0
21	41	20	1	1	1	1	THRU	0	0	0
21	41	20	2	2	2	2	THRU	0	0	0
21	41	30	2	2	1	1	RIGHT	0	0	0
21	41	30	2	2	2	2	RIGHT	0	0	0
21	31	20	1	1	1	1	LEFT	0	0	0
21	31	20	1	1	2	2	LEFT	0	0	0
21	31	30	1	1	1	1	THRU	0	0	0
21	31	30	2	2	2	2	THRU	0	0	0
21	31	41	2	2	1	1	RIGHT	0	0	0
21	31	41	2	2	2	2	RIGHT	0	0	0
21	30	41	1	1	1	1	LEFT	0	0	0
21	30	41	1	1	2	2	LEFT	0	0	0
21	30	31	1	1	1	1	THRU	0	0	0
21	30	31	2	2	2	2	THRU	0	0	0
21	30	20	2	2	1	1	RIGHT	0	0	0
21	30	20	2	2	2	2	RIGHT	0	0	0
21	20	30	1	1	1	1	LEFT	0	0	0
21	20	30	1	1	2	2	LEFT	0	0	0
21	20	41	1	1	1	1	THRU	0	0	0
21	20	41	2	2	2	2	THRU	0	0	0
21	20	31	2	2	1	1	RIGHT	0	0	0
21	20	31	2	2	2	2	RIGHT	0	0	0
22	42	21	1	1	1	1	THRU	0	0	0
22	42	21	2	2	2	2	THRU	0	0	0
22	42	31	2	2	1	1	RIGHT	0	0	0
22	42	31	2	2	2	2	RIGHT	0	0	0
22	31	42	1	1	1	1	LEFT	0	0	0
22	31	42	2	2	2	2	LEFT	0	0	0
22	31	21	2	2	1	1	RIGHT	0	0	0
22	31	21	2	2	2	2	RIGHT	0	0	0
22	21	31	1	1	1	1	LEFT	0	0	0
22	21	31	1	1	2	2	LEFT	0	0	0
22	21	42	1	1	1	1	THRU	0	0	0
22	21	42	2	2	2	2	THRU	0	0	0
23	53	43	1	1	1	1	LEFT	0	0	0
23	53	43	1	1	2	2	LEFT	0	0	0
23	53	32	1	1	1	1	THRU	0	0	0
23	53	32	2	2	2	2	THRU	0	0	0
23	43	32	1	1	1	1	LEFT	0	0	0
23	43	32	2	2	2	2	LEFT	0	0	0
23	43	32	3	3	2	2	LEFT	0	0	0
23	43	53	3	3	1	1	RIGHT	0	0	0
23	43	53	4	4	2	2	RIGHT	0	0	0
23	32	53	1	1	1	1	THRU	0	0	0
23	32	53	2	2	2	2	THRU	0	0	0
23	32	43	2	2	3	3	RIGHT	0	0	0
23	32	43	2	2	4	4	RIGHT	0	0	0
24	54	44	1	1	1	1	LEFT	0	0	0
24	54	44	1	1	2	2	LEFT	0	0	0
24	54	33	1	1	1	1	THRU	0	0	0
24	54	33	2	2	2	2	THRU	0	0	0
24	54	43	2	2	3	3	RIGHT	0	0	0
24	54	43	2	2	4	4	RIGHT	0	0	0
24	44	33	1	1	1	1	LEFT	0	0	0
24	44	33	1	1	2	2	LEFT	0	0	0
24	44	43	1	1	1	1	THRU	0	0	0
24	44	43	2	2	2	2	THRU	0	0	0
24	44	43	3	3	3	3	THRU	0	0	0
24	44	43	4	4	4	4	THRU	0	0	0
24	44	54	4	4	1	1	RIGHT	0	0	0
24	44	54	4	4	2	2	RIGHT	0	0	0
24	43	54	1	1	1	1	LEFT	0	0	0
24	43	54	1	1	2	2	LEFT	0	0	0
24	43	44	1	1	1	1	THRU	0	0	0
24	43	44	2	2	2	2	THRU	0	0	0
24	43	44	3	3	3	3	THRU	0	0	0
24	43	44	4	4	4	4	THRU	0	0	0
24	43	33	4	4	1	1	RIGHT	0	0	0
24	43	33	4	4	2	2	RIGHT	0	0	0
24	33	43	1	1	1	1	LEFT	0	0	0
24	33	43	1	1	2	2	LEFT	0	0	0
24	33	54	1	1	1	1	THRU	0	0	0
24	33	54	2	2	2	2	THRU	0	0	0
24	33	44	2	2	3	3	RIGHT	0	0	0
24	33	44	2	2	4	4	RIGHT	0	0	0
25	55	45	1	1	1	1	LEFT	0	0	0
25	55	45	1	1	2	2	LEFT	0	0	0
25	55	34	1	1	1	1	THRU	0	0	0
25	55	34	2	2	2	2	THRU	0	0	0
25	55	34	3	3	3	3	THRU	0	0	0
25	55	34	4	4	4	4	THRU	0	0	0
25	55	44	4	4	3	3	RIGHT	0	0	0
25	55	44	4	4	4	4	RIGHT	0	0	0
25	45	34	1	1	1	1	LEFT	0	0	0
25	45	34	1	1	2	2	LEFT	0	0	0
25	45	44	1	1	1	1	THRU	0	0	0
25	45	44	2	2	2	2	THRU	0	0	0
25	45	44	3	3	3	3	THRU	0	0	0
25	45	44	4	4	4	4	THRU	0	0	0
25	45	55	4	4	3	3	RIGHT	0	0	0
25	45	55	4	4	4	4	RIGHT	0	0	0
25	44	55	1	1	1	1	LEFT	0	0	0
25	44	55	1	1	2	2	LEFT	0	0	0
25	44	45	1	1	1	1	THRU	0	0	0
25	44	45	2	2	2	2	THRU	0	0	0
25	44	45	3	3	3	3	THRU	0	0	0
25	44	45	4	4	4	4	THRU	0	0	0
25	44	34	4	4	3	3	RIGHT	0	0	0
25	44	34	4	4	4	4	RIGHT	0	0	0
25	34	44	1	1	1	1	LEFT	0	0	0
25	34	44	1	1	2	2	LEFT	0	0	0
25	34	55	1	1	1	1	THRU	0	0	0
25	34	55	2	2	2	2	THRU	0	0	0
25	34	55	3	3	3	3	THRU	0	0	0
25	34	55	4	4	4	4	THRU	0	0	0
25	34	45	4	4	3	3	RIGHT	0	0	0
25	34	45	4	4	4	4	RIGHT	0	0	0
26	56	46	1	1	1	1	LEFT	0	0	0
26	56	46	1	1	2	2	LEFT	0	0	0
26	56	35	1	1	1	1	THRU	0	0	0
26	56	35	2	2	2	2	THRU	0	0	0
26	56	45	2	2	3	3	RIGHT	0	0	0
26	56	45	2	2	4	4	RIGHT	0	0	0
26	46	35	1	1	1	1	LEFT	0	0	0
26	46	35	1	1	2	2	LEFT	0	0	0
26	46	45	1	1	1	1	THRU	0	0	0
26	46	45	2	2	2	2	THRU	0	0	0
26	46	45	3	3	3	3	THRU	0	0	0
26	46	45	4	4	4	4	THRU	0	0	0
26	46	56	4	4	1	1	RIGHT	0	0	0
26	46	56	4	4	2	2	RIGHT	0	0	0
26	45	56	1	1	1	1	LEFT	0	0	0
26	45	56	1	1	2	2	LEFT	0	0	0
26	45	46	1	1	1	1	THRU	0	0	0
26	45	46	2	2	2	2	THRU	0	0	0
26	45	46	3	3	3	3	THRU	0	0	0
26	45	46	4	4	4	4	THRU	0	0	0
26	45	35	4	4	1	1	RIGHT	0	0	0
26	45	35	4	4	2	2	RIGHT	0	0	0
26	35	45	1	1	1	1	LEFT	0	0	0
26	35	45	1	1	2	2	LEFT	0	0	0
26	35	56	1	1	1	1	THRU	0	0	0
26	35	56	2	2	2	2	THRU	0	0	0
26	35	46	2	2	3	3	RIGHT	0	0	0
26	35	46	2	2	4	4	RIGHT	0	0	0
27	57	47	1	1	1	1	LEFT	0	0	0
27	57	47	1	1	2	2	LEFT	0	0	0
27	57	36	1	1	1	1	THRU	0	0	0
27	57	36	2	2	2	2	THRU	0	0	0
27	57	46	2	2	3	3	RIGHT	0	0	0
27	57	46	2	2	4	4	RIGHT	0	0	0
27	47	36	1	1	1	1	LEFT	0	0	0
27	47	36	1	1	2	2	LEFT	0	0	0
27	47	46	1	1	1	1	THRU	0	0	0
27	47	46	2	2	2	2	THRU	0	0	0
27	47	46	3	3	3	3	THRU	0	0	0
27	47	46	4	4	4	4	THRU	0	0	0
27	47	57	4	4	1	1	RIGHT	0	0	0
27	47	57	4	4	2	2	RIGHT	0	0	0
27	46	57	1	1	1	1	LEFT	0	0	0
27	46	57	1	1	2	2	LEFT	0	0	0
27	46	47	1	1	1	1	THRU	0	0	0
27	46	47	2	2	2	2	THRU	0	0	0
27	46	47	3	3	3	3	THRU	0	0	0
27	46	47	4	4	4	4	THRU	0	0	0
27	46	36	4	4	1	1	RIGHT	0	0	0
27	46	36	4	4	2	2	RIGHT	0	0	0
27	36	46	1	1	1	1	LEFT	0	0	0
27	36	46	1	1	2	2	LEFT	0	0	0
27	36	57	1	1	1	1	THRU	0	0	0
27	36	57	2	2	2	2	THRU	0	0	0
27	36	47	2	2	3	3	RIGHT	0	0	0
27	36	47	2	2	4	4	RIGHT	0	0	0
28	58	48	1	1	1	1	LEFT	0	0	0
28	58	48	1	1	2	2	LEFT	0	0	0
28	58	37	1	1	1	1	THRU	0	0	0
28	58	37	2	2	2	2	THRU	0	0	0
28	58	37	3	3	3	3	THRU	0	0	0
28	58	37	4	4	4	4	THRU	0	0	0
28	58	47	4	4	3	3	RIGHT	0	0	0
28	58	47	4	4	4	4	RIGHT	0	0	0
28	48	37	1	1	1	1	LEFT	0	0	0
28	48	37	1	1	2	2	LEFT	0	0	0
28	48	47	1	1	1	1	THRU	0	0	0
28	48	47	2	2	2	2	THRU	0	0	0
28	48	47	3	3	3	3	THRU	0	0	0
28	48	47	4	4	4	4	THRU	0	0	0
28	48	58	4	4	3	3	RIGHT	0	0	0
28	48	58	4	4	4	4	RIGHT	0	0	0
28	47	58	1	1	1	1	LEFT	0	0	0
28	47	58	1	1	2	2	LEFT	0	0	0
28	47	48	1	1	1	1	THRU	0	0	0
28	47	48	2	2	2	2	THRU	0	0	0
28	47	48	3	3	3	3	THRU	0	0	0
28	47	48	4	4	4	4	THRU	0	0	0
28	47	37	4	4	3	3	RIGHT	0	0	0
28	47	37	4	4	4	4	RIGHT	0	0	0
28	37	47	1	1	1	1	LEFT	0	0	0
28	37	47	1	1	2	2	LEFT	0	0	0
28	37	58	1	1	1	1	THRU	0	0	0
28	37	58	2	2	2	2	THRU	0	0	0
28	37	58	3	3	3	3	THRU	0	0	0
28	37	58	4	4	4	4	THRU	0	0	0
28	37	48	4	4	3	3	RIGHT	0	0	0
28	37	48	4	4	4	4	RIGHT	0	0	0
29	59	49	1	1	1	1	LEFT	0	0	0
29	59	49	1	1	2	2	LEFT	0	0	0
29	59	38	1	1	1	1	THRU	0	0	0
29	59	38	2	2	2	2	THRU	0	0	0
29	59	48	2	2	3	3	RIGHT	0	0	0
29	59	48	2	2	4	4	RIGHT	0	0	0
29	49	38	1	1	1	1	LEFT	0	0	0
29	49	38	1	1	2	2	LEFT	0	0	0
29	49	48	1	1	1	1	THRU	0	0	0
29	49	48	2	2	2	2	THRU	0	0	0
29	49	48	3	3	3	3	THRU	0	0	0
29	49	48	4	4	4	4	THRU	0	0	0
29	49	59	4	4	1	1	RIGHT	0	0	0
29	49	59	4	4	2	2	RIGHT	0	0	0
29	48	59	1	1	1	1	LEFT	0	0	0
29	48	59	1	1	2	2	LEFT	0	0	0
29	48	49	1	1	1	1	THRU	0	0	0
29	48	49	2	2	2	2	THRU	0	0	0
29	48	49	3	3	3	3	THRU	0	0	0
29	48	49	4	4	4	4	THRU	0	0	0
29	48	38	4	4	1	1	RIGHT	0	0	0
29	48	38	4	4	2	2	RIGHT	0	0	0
29	38	48	1	1	1	1	LEFT	0	0	0
29	38	48	1	1	2	2	LEFT	0	0	0
29	38	59	1	1	1	1	THRU	0	0	0
29	38	59	2	2	2	2	THRU	0	0	0
29	38	49	2	2	3	3	RIGHT	0	0	0
